Customer_Product_ID,Customer_ID,Product_Name,Product_Category,Opted_Date,Product_Status,Acquisition_Channel,Employee_ID,Amount
CP_002319,CUST_03004,Fixed Deposit,Investment,08-11-2024,Active,Branch,EMP_0015,262000
CP_002320,CUST_03004,Savings Account,Account,21-03-2026,Closed,Employee,EMP_0460,88300
CP_002321,CUST_03004,Credit Card,Card,27-03-2024,Closed,Employee,EMP_0259,2300
CP_002322,CUST_03005,Home Loan,Loan,20-11-2024,Active,Mobile App,EMP_0078,577000
CP_002323,CUST_03005,Auto Loan,Loan,06-01-2025,Active,Employee,EMP_0338,660000
CP_002324,CUST_03005,Savings Account,Account,21-05-2025,Active,Employee,EMP_0113,2800
CP_002325,CUST_03006,Home Loan,Loan,14-09-2025,Active,Mobile App,EMP_0285,372000
CP_002326,CUST_03006,Insurance,Insurance,19-10-2024,Active,Employee,EMP_0204,416700
CP_002327,CUST_03006,Fixed Deposit,Investment,21-04-2024,Closed,Branch,EMP_0266,229000
CP_002328,CUST_03007,Debit Card,Card,20-11-2024,Active,Online,EMP_0015,42200
CP_002329,CUST_03008,Credit Card,Card,09-08-2026,Active,Branch,EMP_0421,85900
CP_002330,CUST_03009,Current Account,Account,19-04-2024,Closed,Employee,EMP_0054,60800
CP_002331,CUST_03009,Personal Loan,Loan,11-06-2024,Active,Branch,EMP_0225,3423000
CP_002332,CUST_03009,Savings Account,Account,10-11-2024,Active,Online,EMP_0203,73600
CP_002333,CUST_03009,Fixed Deposit,Investment,04-01-2025,Active,Mobile App,EMP_0210,795000
CP_002334,CUST_03010,Home Loan,Loan,19-04-2025,Active,Employee,EMP_0400,2244000
CP_002335,CUST_03011,Insurance,Insurance,06-10-2025,Active,Branch,EMP_0450,41200
CP_002336,CUST_03011,Current Account,Account,16-11-2023,Active,Branch,EMP_0270,87800
CP_002337,CUST_03012,Home Loan,Loan,15-03-2025,Active,Online,EMP_0105,348000
CP_002338,CUST_03012,Savings Account,Account,16-10-2024,Active,Branch,EMP_0441,97500
CP_002339,CUST_03013,Mutual Fund,Investment,05-10-2022,Active,Online,EMP_0457,139000
CP_002340,CUST_03013,Home Loan,Loan,07-04-2024,Active,Internet Banking,EMP_0398,2517000
CP_002341,CUST_03013,Insurance,Insurance,18-11-2023,Active,Branch,EMP_0080,138300
CP_002342,CUST_03013,Home Loan,Loan,27-04-2025,Active,Online,EMP_0318,495000
CP_002343,CUST_03014,Current Account,Account,22-02-2026,Active,Internet Banking,EMP_0112,97500
CP_002344,CUST_03014,Debit Card,Card,06-03-2026,Active,Branch,EMP_0406,115400
CP_002345,CUST_03014,Mutual Fund,Investment,30-12-2023,Active,Branch,EMP_0438,385000
CP_002346,CUST_03015,Current Account,Account,17-02-2024,Active,Mobile App,EMP_0346,9800
CP_002347,CUST_03015,Insurance,Insurance,25-12-2023,Active,Branch,EMP_0074,406700
CP_002348,CUST_03015,Personal Loan,Loan,25-07-2025,Closed,Employee,EMP_0415,699000
CP_002349,CUST_03016,Personal Loan,Loan,22-10-2025,Active,Employee,EMP_0106,748000
CP_002350,CUST_03017,Debit Card,Card,16-02-2026,Active,Employee,EMP_0427,236000
CP_002351,CUST_03017,Debit Card,Card,18-04-2026,Active,Internet Banking,EMP_0435,160500
CP_002352,CUST_03018,Current Account,Account,05-09-2023,Active,Branch,EMP_0219,62800
CP_002353,CUST_03018,Credit Card,Card,16-09-2024,Active,Employee,EMP_0407,179900
CP_002354,CUST_03019,Fixed Deposit,Investment,07-06-2026,Active,Internet Banking,EMP_0161,196000
CP_002355,CUST_03019,Mutual Fund,Investment,27-04-2026,Active,Mobile App,EMP_0273,351000
CP_002356,CUST_03019,Savings Account,Account,15-05-2026,Active,Branch,EMP_0006,97400
CP_002357,CUST_03020,Recurring Deposit,Investment,29-04-2026,Active,Branch,EMP_0283,640000
CP_002358,CUST_03021,Home Loan,Loan,30-03-2025,Active,Online,EMP_0185,676000
CP_002359,CUST_03021,Credit Card,Card,18-05-2026,Active,Employee,EMP_0418,64800
CP_002360,CUST_03021,Fixed Deposit,Investment,02-03-2025,Active,Employee,EMP_0198,177000
CP_002361,CUST_03021,Fixed Deposit,Investment,02-03-2025,Active,Mobile App,EMP_0500,1642000
CP_002362,CUST_03021,Auto Loan,Loan,23-08-2025,Active,Employee,EMP_0230,264000
CP_002363,CUST_03022,Debit Card,Card,01-06-2026,Closed,Mobile App,EMP_0362,281000
CP_002364,CUST_03023,Current Account,Account,09-03-2025,Active,Branch,EMP_0262,34000
CP_002365,CUST_03023,Mutual Fund,Investment,20-08-2025,Active,Internet Banking,EMP_0348,128000
CP_002366,CUST_03023,Credit Card,Card,25-06-2025,Active,Branch,EMP_0180,290900
CP_002367,CUST_03024,Fixed Deposit,Investment,11-03-2026,Active,Branch,EMP_0161,181000
CP_002368,CUST_03024,Fixed Deposit,Investment,04-02-2024,Active,Mobile App,EMP_0492,109000
CP_002369,CUST_03024,Debit Card,Card,26-12-2025,Active,Branch,EMP_0226,234900
CP_002370,CUST_03025,Home Loan,Loan,11-12-2025,Active,Branch,EMP_0189,392000
CP_002371,CUST_03025,Credit Card,Card,28-09-2025,Active,Mobile App,EMP_0341,125900
CP_002372,CUST_03025,Savings Account,Account,29-06-2026,Closed,Branch,EMP_0214,54500
CP_002373,CUST_03026,Insurance,Insurance,18-08-2025,Active,Online,EMP_0351,366400
CP_002374,CUST_03027,Credit Card,Card,11-03-2025,Active,Internet Banking,EMP_0283,92200
CP_002375,CUST_03028,Recurring Deposit,Investment,16-02-2025,Active,Employee,EMP_0454,842000
CP_002376,CUST_03028,Mutual Fund,Investment,15-02-2025,Active,Branch,EMP_0394,1760000
CP_002377,CUST_03028,Savings Account,Account,30-03-2024,Active,Branch,EMP_0445,65600
CP_002378,CUST_03028,Recurring Deposit,Investment,24-02-2025,Active,Branch,EMP_0036,1999000
CP_002379,CUST_03029,Savings Account,Account,04-07-2026,Active,Internet Banking,EMP_0342,7600
CP_002380,CUST_03029,Savings Account,Account,20-01-2026,Active,Branch,EMP_0412,98400
CP_002381,CUST_03029,Mutual Fund,Investment,20-05-2026,Active,Branch,EMP_0221,442000
CP_002382,CUST_03030,Fixed Deposit,Investment,14-07-2024,Active,Branch,EMP_0102,532000
CP_002383,CUST_03031,Fixed Deposit,Investment,29-07-2026,Active,Internet Banking,EMP_0434,123000
CP_002384,CUST_03031,Current Account,Account,17-11-2025,Active,Branch,EMP_0461,98700
CP_002385,CUST_03031,Savings Account,Account,15-10-2025,Active,Employee,EMP_0101,81900
CP_002386,CUST_03032,Auto Loan,Loan,03-02-2025,Active,Mobile App,EMP_0097,4008000
CP_002387,CUST_03032,Personal Loan,Loan,24-01-2026,Active,Online,EMP_0461,178000
CP_002388,CUST_03032,Personal Loan,Loan,18-04-2024,Active,Employee,EMP_0025,324000
CP_002389,CUST_03033,Personal Loan,Loan,21-02-2024,Active,Mobile App,EMP_0209,963000
CP_002390,CUST_03034,Credit Card,Card,06-07-2026,Active,Employee,EMP_0438,295300
CP_002391,CUST_03034,Debit Card,Card,16-01-2026,Active,Employee,EMP_0408,130400
CP_002392,CUST_03035,Debit Card,Card,26-07-2024,Active,Employee,EMP_0289,88900
CP_002393,CUST_03035,Current Account,Account,09-08-2025,Active,Mobile App,EMP_0379,44900
CP_002394,CUST_03036,Auto Loan,Loan,19-08-2025,Active,Branch,EMP_0129,401000
CP_002395,CUST_03036,Insurance,Insurance,26-09-2025,Active,Branch,EMP_0173,200800
CP_002396,CUST_03036,Recurring Deposit,Investment,24-03-2025,Active,Branch,EMP_0227,1327000
CP_002397,CUST_03037,Credit Card,Card,18-05-2025,Active,Branch,EMP_0471,113000
CP_002398,CUST_03037,Credit Card,Card,14-11-2025,Active,Mobile App,EMP_0400,150200
CP_002399,CUST_03038,Recurring Deposit,Investment,23-06-2024,Active,Branch,EMP_0429,160000
CP_002400,CUST_03039,Credit Card,Card,11-07-2024,Closed,Employee,EMP_0195,246600
CP_002401,CUST_03039,Debit Card,Card,07-10-2024,Active,Branch,EMP_0256,136600
CP_002402,CUST_03040,Credit Card,Card,04-12-2025,Active,Internet Banking,EMP_0398,224700
CP_002403,CUST_03040,Mutual Fund,Investment,21-10-2025,Active,Employee,EMP_0487,206000
CP_002404,CUST_03040,Insurance,Insurance,23-01-2026,Active,Branch,EMP_0218,247400
CP_002405,CUST_03040,Home Loan,Loan,04-06-2026,Active,Online,EMP_0164,606000
CP_002406,CUST_03040,Recurring Deposit,Investment,30-04-2026,Active,Mobile App,EMP_0497,61000
CP_002407,CUST_03040,Home Loan,Loan,28-01-2026,Active,Mobile App,EMP_0464,946000
CP_002408,CUST_03041,Credit Card,Card,27-12-2024,Active,Branch,EMP_0061,177400
CP_002409,CUST_03041,Fixed Deposit,Investment,15-03-2025,Active,Branch,EMP_0231,347000
CP_002410,CUST_03042,Current Account,Account,26-11-2022,Active,Online,EMP_0319,6400
CP_002411,CUST_03042,Home Loan,Loan,06-08-2024,Active,Mobile App,EMP_0383,135000
CP_002412,CUST_03042,Personal Loan,Loan,17-10-2025,Active,Employee,EMP_0045,113000
CP_002413,CUST_03043,Current Account,Account,05-08-2026,Active,Branch,EMP_0303,60800
CP_002414,CUST_03043,Fixed Deposit,Investment,16-01-2026,Active,Branch,EMP_0119,212000
CP_002415,CUST_03044,Current Account,Account,17-07-2026,Active,Employee,EMP_0167,18200
CP_002416,CUST_03044,Personal Loan,Loan,08-08-2026,Active,Internet Banking,EMP_0306,1228000
CP_002417,CUST_03045,Mutual Fund,Investment,18-06-2025,Active,Mobile App,EMP_0012,336000
CP_002418,CUST_03045,Debit Card,Card,25-01-2025,Active,Employee,EMP_0279,104500
CP_002419,CUST_03046,Current Account,Account,31-12-2025,Active,Mobile App,EMP_0461,25900
CP_002420,CUST_03046,Insurance,Insurance,10-02-2025,Active,Mobile App,EMP_0369,218700
CP_002421,CUST_03046,Personal Loan,Loan,29-09-2024,Closed,Branch,EMP_0050,1126000
CP_002422,CUST_03047,Current Account,Account,03-04-2025,Active,Branch,EMP_0251,91000
CP_002423,CUST_03047,Fixed Deposit,Investment,15-07-2025,Active,Branch,EMP_0423,34000
CP_002424,CUST_03047,Auto Loan,Loan,19-04-2025,Active,Employee,EMP_0124,1366000
CP_002425,CUST_03048,Credit Card,Card,27-02-2025,Active,Branch,EMP_0329,205600
CP_002426,CUST_03048,Home Loan,Loan,29-04-2025,Active,Employee,EMP_0244,106000
CP_002427,CUST_03048,Mutual Fund,Investment,26-04-2025,Active,Branch,EMP_0008,397000
CP_002428,CUST_03049,Personal Loan,Loan,20-02-2026,Active,Branch,EMP_0325,365000
CP_002429,CUST_03049,Personal Loan,Loan,23-11-2024,Active,Branch,EMP_0095,1955000
CP_002430,CUST_03050,Home Loan,Loan,30-10-2025,Active,Employee,EMP_0408,2275000
CP_002431,CUST_03050,Insurance,Insurance,10-11-2025,Active,Mobile App,EMP_0046,244600
CP_002432,CUST_03050,Personal Loan,Loan,21-12-2025,Active,Employee,EMP_0135,604000
CP_002433,CUST_03051,Mutual Fund,Investment,15-08-2025,Active,Employee,EMP_0290,112000
CP_002434,CUST_03051,Mutual Fund,Investment,02-03-2026,Active,Branch,EMP_0024,1551000
CP_002435,CUST_03052,Mutual Fund,Investment,08-08-2026,Active,Employee,EMP_0466,524000
CP_002436,CUST_03052,Credit Card,Card,11-09-2025,Active,Branch,EMP_0072,51800
CP_002437,CUST_03052,Credit Card,Card,28-03-2026,Active,Employee,EMP_0268,224000
CP_002438,CUST_03052,Mutual Fund,Investment,03-06-2026,Active,Branch,EMP_0072,477000
CP_002439,CUST_03053,Fixed Deposit,Investment,16-06-2026,Active,Employee,EMP_0136,769000
CP_002440,CUST_03053,Mutual Fund,Investment,02-07-2026,Closed,Employee,EMP_0483,102000
CP_002441,CUST_03054,Savings Account,Account,26-11-2025,Closed,Branch,EMP_0201,4500
CP_002442,CUST_03054,Credit Card,Card,28-11-2022,Active,Employee,EMP_0394,172200
CP_002443,CUST_03054,Personal Loan,Loan,08-03-2023,Active,Employee,EMP_0407,1979000
CP_002444,CUST_03054,Fixed Deposit,Investment,16-04-2025,Active,Employee,EMP_0463,135000
CP_002445,CUST_03055,Home Loan,Loan,16-05-2025,Active,Online,EMP_0100,551000
CP_002446,CUST_03055,Mutual Fund,Investment,31-08-2024,Closed,Employee,EMP_0376,311000
CP_002447,CUST_03056,Mutual Fund,Investment,23-07-2026,Active,Employee,EMP_0411,229000
CP_002448,CUST_03056,Auto Loan,Loan,19-04-2026,Active,Branch,EMP_0320,296000
CP_002449,CUST_03057,Insurance,Insurance,28-01-2026,Active,Branch,EMP_0137,175400
CP_002450,CUST_03057,Recurring Deposit,Investment,19-03-2026,Active,Branch,EMP_0285,646000
CP_002451,CUST_03057,Current Account,Account,23-09-2024,Active,Mobile App,EMP_0266,16100
CP_002452,CUST_03057,Fixed Deposit,Investment,19-10-2025,Active,Internet Banking,EMP_0448,343000
CP_002453,CUST_03057,Insurance,Insurance,28-09-2024,Active,Employee,EMP_0398,41000
CP_002454,CUST_03058,Home Loan,Loan,07-06-2026,Active,Internet Banking,EMP_0395,777000
CP_002455,CUST_03058,Mutual Fund,Investment,10-06-2026,Active,Branch,EMP_0337,381000
CP_002456,CUST_03058,Insurance,Insurance,13-08-2026,Active,Branch,EMP_0465,247000
CP_002457,CUST_03058,Savings Account,Account,29-01-2026,Active,Mobile App,EMP_0347,11400
CP_002458,CUST_03058,Credit Card,Card,22-02-2026,Active,Mobile App,EMP_0071,51300
CP_002459,CUST_03059,Mutual Fund,Investment,10-08-2026,Closed,Mobile App,EMP_0223,1102000
CP_002460,CUST_03059,Fixed Deposit,Investment,16-09-2025,Active,Online,EMP_0021,480000
CP_002461,CUST_03060,Credit Card,Card,03-12-2025,Active,Mobile App,EMP_0405,81100
CP_002462,CUST_03060,Debit Card,Card,05-02-2026,Active,Mobile App,EMP_0085,288300
CP_002463,CUST_03060,Mutual Fund,Investment,30-12-2025,Active,Internet Banking,EMP_0460,939000
CP_002464,CUST_03061,Debit Card,Card,26-04-2026,Active,Mobile App,EMP_0064,182800
CP_002465,CUST_03061,Insurance,Insurance,11-01-2026,Active,Internet Banking,EMP_0331,392800
CP_002466,CUST_03062,Debit Card,Card,02-05-2026,Closed,Branch,EMP_0113,130000
CP_002467,CUST_03063,Mutual Fund,Investment,13-01-2025,Active,Employee,EMP_0484,640000
CP_002468,CUST_03063,Recurring Deposit,Investment,26-07-2026,Active,Online,EMP_0314,337000
CP_002469,CUST_03063,Fixed Deposit,Investment,28-04-2026,Active,Branch,EMP_0229,220000
CP_002470,CUST_03063,Debit Card,Card,24-12-2024,Active,Internet Banking,EMP_0135,80600
CP_002471,CUST_03064,Auto Loan,Loan,10-11-2024,Active,Branch,EMP_0074,469000
CP_002472,CUST_03065,Mutual Fund,Investment,28-06-2023,Active,Mobile App,EMP_0033,289000
CP_002473,CUST_03065,Home Loan,Loan,04-11-2024,Active,Employee,EMP_0396,5000000
CP_002474,CUST_03065,Current Account,Account,04-01-2026,Active,Online,EMP_0052,81800
CP_002475,CUST_03066,Debit Card,Card,26-07-2024,Active,Branch,EMP_0031,166400
CP_002476,CUST_03066,Savings Account,Account,11-12-2025,Active,Branch,EMP_0404,49100
CP_002477,CUST_03066,Insurance,Insurance,05-04-2026,Active,Employee,EMP_0347,407000
CP_002478,CUST_03066,Auto Loan,Loan,16-03-2025,Active,Online,EMP_0381,565000
CP_002479,CUST_03066,Current Account,Account,28-03-2026,Closed,Online,EMP_0211,22600
CP_002480,CUST_03067,Home Loan,Loan,08-12-2025,Active,Mobile App,EMP_0385,598000
CP_002481,CUST_03067,Home Loan,Loan,24-01-2026,Active,Employee,EMP_0367,345000
CP_002482,CUST_03067,Recurring Deposit,Investment,28-12-2025,Active,Branch,EMP_0161,484000
CP_002483,CUST_03068,Debit Card,Card,05-12-2022,Closed,Branch,EMP_0263,29600
CP_002484,CUST_03068,Mutual Fund,Investment,16-06-2025,Active,Mobile App,EMP_0202,141000
CP_002485,CUST_03068,Insurance,Insurance,29-05-2026,Active,Employee,EMP_0495,449500
CP_002486,CUST_03069,Home Loan,Loan,28-05-2023,Active,Online,EMP_0480,824000
CP_002487,CUST_03070,Fixed Deposit,Investment,12-11-2024,Closed,Employee,EMP_0300,119000
CP_002488,CUST_03070,Debit Card,Card,08-03-2024,Active,Employee,EMP_0438,400
CP_002489,CUST_03070,Savings Account,Account,25-12-2024,Active,Branch,EMP_0382,84700
CP_002490,CUST_03071,Recurring Deposit,Investment,03-12-2024,Active,Employee,EMP_0427,269000
CP_002491,CUST_03072,Debit Card,Card,11-03-2025,Active,Mobile App,EMP_0446,24300
CP_002492,CUST_03072,Current Account,Account,18-04-2025,Active,Employee,EMP_0148,59200
CP_002493,CUST_03073,Insurance,Insurance,18-07-2023,Active,Internet Banking,EMP_0400,141900
CP_002494,CUST_03073,Mutual Fund,Investment,22-02-2025,Active,Internet Banking,EMP_0302,1682000
CP_002495,CUST_03074,Current Account,Account,28-07-2026,Active,Branch,EMP_0234,50200
CP_002496,CUST_03075,Insurance,Insurance,07-04-2023,Active,Internet Banking,EMP_0104,126300
CP_002497,CUST_03075,Credit Card,Card,28-08-2022,Active,Employee,EMP_0394,83100
CP_002498,CUST_03076,Current Account,Account,11-12-2025,Active,Branch,EMP_0165,88300
CP_002499,CUST_03077,Current Account,Account,15-11-2024,Active,Online,EMP_0032,47300
CP_002500,CUST_03077,Savings Account,Account,13-11-2024,Active,Employee,EMP_0199,84400
CP_002501,CUST_03078,Auto Loan,Loan,14-04-2026,Active,Mobile App,EMP_0006,949000
CP_002502,CUST_03078,Current Account,Account,04-12-2024,Active,Employee,EMP_0384,25000
CP_002503,CUST_03078,Insurance,Insurance,06-04-2024,Active,Employee,EMP_0418,295500
CP_002504,CUST_03078,Credit Card,Card,07-05-2024,Active,Employee,EMP_0070,33200
CP_002505,CUST_03079,Personal Loan,Loan,22-07-2026,Closed,Employee,EMP_0245,532000
CP_002506,CUST_03079,Insurance,Insurance,19-12-2024,Active,Branch,EMP_0233,168100
CP_002507,CUST_03079,Savings Account,Account,16-07-2026,Active,Mobile App,EMP_0266,8400
CP_002508,CUST_03080,Current Account,Account,05-07-2026,Active,Branch,EMP_0129,56400
CP_002509,CUST_03080,Auto Loan,Loan,05-08-2025,Closed,Employee,EMP_0479,242000
CP_002510,CUST_03081,Current Account,Account,13-02-2024,Active,Mobile App,EMP_0123,25500
CP_002511,CUST_03081,Mutual Fund,Investment,20-07-2025,Active,Branch,EMP_0049,884000
CP_002512,CUST_03082,Savings Account,Account,12-02-2026,Active,Branch,EMP_0043,3100
CP_002513,CUST_03082,Home Loan,Loan,15-08-2026,Active,Branch,EMP_0293,137000
CP_002514,CUST_03083,Credit Card,Card,08-12-2025,Active,Internet Banking,EMP_0255,74800
CP_002515,CUST_03083,Auto Loan,Loan,30-01-2026,Active,Employee,EMP_0321,2067000
CP_002516,CUST_03083,Auto Loan,Loan,15-01-2026,Active,Employee,EMP_0120,177000
CP_002517,CUST_03083,Personal Loan,Loan,24-02-2026,Active,Mobile App,EMP_0459,320000
CP_002518,CUST_03083,Fixed Deposit,Investment,29-05-2026,Active,Branch,EMP_0130,362000
CP_002519,CUST_03084,Personal Loan,Loan,05-04-2026,Active,Online,EMP_0106,1457000
CP_002520,CUST_03084,Mutual Fund,Investment,21-06-2026,Active,Internet Banking,EMP_0234,380000
CP_002521,CUST_03085,Recurring Deposit,Investment,28-08-2025,Active,Online,EMP_0451,82000
CP_002522,CUST_03085,Savings Account,Account,09-04-2022,Active,Mobile App,EMP_0199,47300
CP_002523,CUST_03086,Auto Loan,Loan,01-06-2025,Active,Employee,EMP_0255,1871000
CP_002524,CUST_03086,Current Account,Account,11-08-2026,Active,Branch,EMP_0189,96400
CP_002525,CUST_03086,Current Account,Account,07-11-2024,Active,Employee,EMP_0274,66000
CP_002526,CUST_03086,Home Loan,Loan,02-04-2026,Active,Mobile App,EMP_0020,703000
CP_002527,CUST_03087,Credit Card,Card,25-10-2025,Active,Internet Banking,EMP_0424,92200
CP_002528,CUST_03087,Auto Loan,Loan,10-08-2025,Active,Internet Banking,EMP_0308,159000
CP_002529,CUST_03088,Auto Loan,Loan,10-07-2026,Active,Employee,EMP_0451,818000
CP_002530,CUST_03089,Home Loan,Loan,24-08-2025,Active,Online,EMP_0326,191000
CP_002531,CUST_03089,Insurance,Insurance,10-03-2025,Active,Employee,EMP_0361,377700
CP_002532,CUST_03090,Fixed Deposit,Investment,27-02-2023,Active,Employee,EMP_0466,565000
CP_002533,CUST_03090,Mutual Fund,Investment,20-04-2026,Active,Mobile App,EMP_0039,187000
CP_002534,CUST_03090,Credit Card,Card,04-11-2024,Active,Branch,EMP_0255,204400
CP_002535,CUST_03091,Personal Loan,Loan,20-03-2026,Active,Employee,EMP_0242,810000
CP_002536,CUST_03091,Credit Card,Card,24-03-2025,Closed,Internet Banking,EMP_0268,287400
CP_002537,CUST_03091,Savings Account,Account,10-06-2024,Closed,Mobile App,EMP_0035,46900
CP_002538,CUST_03092,Fixed Deposit,Investment,16-08-2025,Active,Employee,EMP_0101,473000
CP_002539,CUST_03092,Debit Card,Card,25-01-2025,Active,Internet Banking,EMP_0039,22400
CP_002540,CUST_03093,Personal Loan,Loan,06-04-2025,Active,Employee,EMP_0133,595000
CP_002541,CUST_03093,Credit Card,Card,16-07-2026,Closed,Branch,EMP_0157,33000
CP_002542,CUST_03094,Home Loan,Loan,13-04-2026,Active,Employee,EMP_0285,615000
CP_002543,CUST_03095,Fixed Deposit,Investment,10-06-2025,Active,Online,EMP_0434,62000
CP_002544,CUST_03095,Insurance,Insurance,13-07-2025,Active,Internet Banking,EMP_0494,413100
CP_002545,CUST_03096,Recurring Deposit,Investment,03-08-2026,Active,Mobile App,EMP_0289,328000
CP_002546,CUST_03096,Credit Card,Card,31-03-2026,Active,Employee,EMP_0136,2400
CP_002547,CUST_03096,Fixed Deposit,Investment,11-08-2026,Active,Mobile App,EMP_0043,2101000
CP_002548,CUST_03097,Credit Card,Card,09-07-2024,Closed,Employee,EMP_0048,62500
CP_002549,CUST_03097,Personal Loan,Loan,13-06-2024,Active,Branch,EMP_0232,90000
CP_002550,CUST_03097,Auto Loan,Loan,03-09-2025,Active,Internet Banking,EMP_0309,768000
CP_002551,CUST_03098,Mutual Fund,Investment,02-10-2025,Active,Employee,EMP_0156,161000
CP_002552,CUST_03098,Insurance,Insurance,12-12-2025,Active,Mobile App,EMP_0443,378300
CP_002553,CUST_03099,Savings Account,Account,18-05-2025,Active,Mobile App,EMP_0338,82200
CP_002554,CUST_03099,Fixed Deposit,Investment,16-09-2024,Active,Mobile App,EMP_0409,299000
CP_002555,CUST_03099,Current Account,Account,11-04-2026,Active,Online,EMP_0106,73900
CP_002556,CUST_03100,Personal Loan,Loan,17-12-2025,Active,Online,EMP_0355,446000
CP_002557,CUST_03101,Debit Card,Card,25-05-2026,Active,Internet Banking,EMP_0290,258100
CP_002558,CUST_03102,Current Account,Account,03-02-2025,Active,Employee,EMP_0385,17800
CP_002559,CUST_03103,Credit Card,Card,03-04-2026,Active,Mobile App,EMP_0364,179000
CP_002560,CUST_03103,Recurring Deposit,Investment,08-04-2025,Active,Branch,EMP_0116,139000
CP_002561,CUST_03103,Debit Card,Card,25-04-2025,Closed,Employee,EMP_0165,6400
CP_002562,CUST_03104,Mutual Fund,Investment,02-05-2026,Active,Mobile App,EMP_0302,579000
CP_002563,CUST_03104,Auto Loan,Loan,11-03-2026,Active,Internet Banking,EMP_0292,132000
CP_002564,CUST_03104,Recurring Deposit,Investment,12-05-2026,Active,Branch,EMP_0237,529000
CP_002565,CUST_03104,Home Loan,Loan,10-03-2025,Active,Online,EMP_0489,1456000
CP_002566,CUST_03105,Mutual Fund,Investment,17-04-2026,Active,Internet Banking,EMP_0284,978000
CP_002567,CUST_03105,Auto Loan,Loan,12-04-2026,Active,Online,EMP_0074,1044000
CP_002568,CUST_03106,Debit Card,Card,20-06-2026,Active,Branch,EMP_0170,167600
CP_002569,CUST_03106,Insurance,Insurance,27-01-2026,Closed,Mobile App,EMP_0046,410900
CP_002570,CUST_03106,Savings Account,Account,29-05-2026,Active,Branch,EMP_0483,66300
CP_002571,CUST_03106,Personal Loan,Loan,14-05-2026,Active,Internet Banking,EMP_0293,648000
CP_002572,CUST_03106,Recurring Deposit,Investment,31-12-2025,Active,Online,EMP_0415,350000
CP_002573,CUST_03106,Debit Card,Card,02-03-2026,Active,Mobile App,EMP_0319,139700
CP_002574,CUST_03106,Debit Card,Card,25-02-2026,Active,Online,EMP_0282,4800
CP_002575,CUST_03107,Current Account,Account,18-06-2025,Active,Branch,EMP_0139,300
CP_002576,CUST_03107,Home Loan,Loan,06-07-2026,Active,Internet Banking,EMP_0275,1160000
CP_002577,CUST_03108,Debit Card,Card,25-05-2026,Active,Branch,EMP_0050,289100
CP_002578,CUST_03108,Current Account,Account,12-08-2025,Closed,Mobile App,EMP_0144,99800
CP_002579,CUST_03108,Fixed Deposit,Investment,10-02-2026,Active,Employee,EMP_0266,233000
CP_002580,CUST_03109,Savings Account,Account,25-11-2023,Active,Internet Banking,EMP_0160,70700
CP_002581,CUST_03109,Insurance,Insurance,14-01-2023,Active,Online,EMP_0252,333300
CP_002582,CUST_03110,Credit Card,Card,26-03-2026,Active,Employee,EMP_0395,143600
CP_002583,CUST_03110,Recurring Deposit,Investment,08-10-2025,Active,Mobile App,EMP_0109,194000
CP_002584,CUST_03110,Savings Account,Account,13-02-2025,Active,Branch,EMP_0227,14000
CP_002585,CUST_03111,Credit Card,Card,21-11-2025,Active,Mobile App,EMP_0350,268400
CP_002586,CUST_03112,Fixed Deposit,Investment,15-04-2026,Active,Branch,EMP_0212,845000
CP_002587,CUST_03112,Recurring Deposit,Investment,19-06-2025,Active,Mobile App,EMP_0286,254000
CP_002588,CUST_03113,Insurance,Insurance,29-06-2025,Active,Online,EMP_0483,288500
CP_002589,CUST_03113,Current Account,Account,08-01-2024,Active,Online,EMP_0267,28800
CP_002590,CUST_03113,Credit Card,Card,12-04-2024,Active,Branch,EMP_0061,256100
CP_002591,CUST_03113,Credit Card,Card,22-04-2026,Active,Mobile App,EMP_0390,75000
CP_002592,CUST_03114,Personal Loan,Loan,13-02-2023,Active,Employee,EMP_0138,1210000
CP_002593,CUST_03114,Credit Card,Card,09-08-2024,Active,Branch,EMP_0252,183800
CP_002594,CUST_03114,Current Account,Account,12-11-2023,Active,Online,EMP_0067,73700
CP_002595,CUST_03115,Debit Card,Card,15-03-2024,Active,Branch,EMP_0208,193000
CP_002596,CUST_03115,Mutual Fund,Investment,15-05-2024,Closed,Mobile App,EMP_0006,211000
CP_002597,CUST_03115,Credit Card,Card,04-02-2026,Active,Online,EMP_0284,40900
CP_002598,CUST_03116,Personal Loan,Loan,02-04-2026,Closed,Internet Banking,EMP_0355,2759000
CP_002599,CUST_03117,Home Loan,Loan,25-05-2026,Active,Internet Banking,EMP_0347,146000
CP_002600,CUST_03118,Debit Card,Card,07-02-2026,Closed,Online,EMP_0047,203400
CP_002601,CUST_03119,Savings Account,Account,07-01-2024,Closed,Employee,EMP_0223,77500
CP_002602,CUST_03119,Insurance,Insurance,07-09-2025,Active,Online,EMP_0167,263000
CP_002603,CUST_03120,Current Account,Account,29-10-2024,Active,Branch,EMP_0280,53500
CP_002604,CUST_03120,Credit Card,Card,05-09-2024,Active,Employee,EMP_0195,52200
CP_002605,CUST_03121,Insurance,Insurance,08-06-2026,Active,Branch,EMP_0282,408700
CP_002606,CUST_03122,Mutual Fund,Investment,23-04-2026,Active,Branch,EMP_0274,1867000
CP_002607,CUST_03122,Savings Account,Account,29-03-2026,Active,Mobile App,EMP_0276,88100
