Interaction_ID,Customer_ID,Employee_ID,Branch_ID,Interaction_Date,Interaction_Channel,Interaction_Type,Issue_Severity,Resolution_Status,Resolution_Time_Hours,Customer_Satisfaction_Score,Interaction_Duration_Minutes
INT_017349,CUST_05310,EMP_0330,BR_019,22-08-2025,Phone,Loan Enquiry,Medium,Resolved,4.8,4,6
INT_017350,CUST_00985,EMP_0354,BR_028,26-11-2024,Mobile App,Loan Enquiry,Low,Escalated,2.9,4,4
INT_017351,CUST_06620,EMP_0049,BR_044,12-01-2025,Mobile App,Loan Enquiry,Medium,Pending,4.7,4,24
INT_017352,CUST_04088,EMP_0349,BR_011,05-03-2025,Branch,Service Request,Low,Resolved,3.2,5,7
INT_017353,CUST_02214,EMP_0353,BR_040,26-02-2026,Internet Banking,Query,Medium,Resolved,3.7,5,23
INT_017354,CUST_03734,EMP_0043,BR_008,23-04-2024,Internet Banking,Complaint,Low,Resolved,4.9,4,21
INT_017355,CUST_06868,EMP_0259,BR_032,06-05-2025,Phone,Loan Enquiry,Medium,Pending,12,5,11
INT_017356,CUST_05672,EMP_0309,BR_049,08-08-2025,Email,Sales,Low,Resolved,5.9,5,19
INT_017357,CUST_02938,EMP_0080,BR_043,02-07-2025,Email,Loan Enquiry,Low,Resolved,4.1,5,34
INT_017358,CUST_08617,EMP_0454,BR_024,15-05-2024,Branch,Complaint,High,Resolved,3.5,5,17
INT_017359,CUST_08216,EMP_0174,BR_001,06-02-2025,Phone,Sales,Low,Resolved,2.2,5,7
INT_017360,CUST_00426,EMP_0036,BR_035,16-05-2024,Phone,Query,Low,Pending,10,5,27
INT_017361,CUST_07863,EMP_0382,BR_006,12-05-2026,Mobile App,Sales,Medium,Resolved,5.2,5,7
INT_017362,CUST_05677,EMP_0029,BR_012,14-11-2025,Email,Sales,Low,Resolved,2.1,5,9
INT_017363,CUST_00632,EMP_0108,BR_014,19-04-2025,Email,Service Request,Medium,Resolved,3.7,4,9
INT_017364,CUST_04714,EMP_0037,BR_031,23-07-2024,Internet Banking,Service Request,Medium,Resolved,4,5,4
INT_017365,CUST_00034,EMP_0109,BR_011,19-05-2024,Phone,Complaint,High,Resolved,2.9,4,14
INT_017366,CUST_09680,EMP_0493,BR_002,01-05-2025,Mobile App,Query,Low,Resolved,7.5,5,5
INT_017367,CUST_07207,EMP_0487,BR_006,06-05-2026,Internet Banking,Query,Low,Escalated,5.1,5,11
INT_017368,CUST_08822,EMP_0173,BR_039,14-01-2024,Email,Query,Medium,Resolved,8.6,4,4
INT_017369,CUST_05174,EMP_0469,BR_017,14-11-2025,Email,Query,Medium,Pending,3.4,4,9
INT_017370,CUST_09130,EMP_0081,BR_040,04-07-2024,Internet Banking,Query,Low,Resolved,2.9,4,6
INT_017371,CUST_02139,EMP_0256,BR_007,14-12-2025,Phone,Query,Low,Resolved,3.2,4,6
INT_017372,CUST_06307,EMP_0128,BR_002,07-04-2026,Phone,Complaint,Low,Resolved,4.8,5,5
INT_017373,CUST_01105,EMP_0015,BR_014,10-11-2024,Email,Service Request,Medium,Resolved,0.6,4,10
INT_017374,CUST_08878,EMP_0200,BR_010,02-10-2025,Phone,Query,Medium,Pending,5,4,33
INT_017375,CUST_00896,EMP_0338,BR_047,17-04-2024,Branch,Sales,High,Resolved,0.9,4,11
INT_017376,CUST_05747,EMP_0320,BR_013,09-04-2026,Phone,Sales,Low,Pending,8.4,4,21
INT_017377,CUST_05589,EMP_0187,BR_015,19-12-2025,Phone,Sales,Medium,Resolved,3.4,5,2
INT_017378,CUST_01655,EMP_0079,BR_022,24-04-2024,Mobile App,Complaint,Medium,Pending,2.9,4,23
INT_017379,CUST_05472,EMP_0072,BR_046,09-06-2026,Internet Banking,Loan Enquiry,High,Escalated,0.6,4,17
INT_017380,CUST_04176,EMP_0397,BR_013,16-11-2024,Phone,Complaint,Low,Resolved,0.9,5,5
INT_017381,CUST_00426,EMP_0039,BR_010,07-01-2024,Mobile App,Query,Low,Pending,7.5,5,33
INT_017382,CUST_07371,EMP_0182,BR_030,15-03-2025,Mobile App,Service Request,Low,Resolved,2.3,5,19
INT_017383,CUST_03311,EMP_0366,BR_033,20-07-2026,Email,Query,Medium,Resolved,2.2,3,2
INT_017384,CUST_01594,EMP_0146,BR_047,27-11-2024,Mobile App,Service Request,Low,Resolved,3.2,4,13
INT_017385,CUST_00838,EMP_0485,BR_043,20-02-2025,Mobile App,Complaint,Low,Resolved,4.3,5,24
INT_017386,CUST_06912,EMP_0304,BR_031,23-09-2024,Branch,Service Request,Low,Pending,5.2,5,15
INT_017387,CUST_04197,EMP_0065,BR_018,18-08-2024,Email,Service Request,Low,Escalated,4.1,4,6
INT_017388,CUST_09616,EMP_0330,BR_019,20-07-2024,Branch,Query,Medium,Resolved,2.5,3,37
INT_017389,CUST_09560,EMP_0368,BR_006,25-02-2026,Branch,Query,Low,Resolved,0.7,4,5
INT_017390,CUST_01898,EMP_0354,BR_028,02-04-2024,Branch,Service Request,Low,Resolved,7.2,4,25
INT_017391,CUST_00967,EMP_0199,BR_009,14-07-2024,Mobile App,Loan Enquiry,Low,Resolved,4.8,5,13
INT_017392,CUST_05038,EMP_0442,BR_029,01-01-2024,Phone,Loan Enquiry,Low,Pending,31.2,5,2
INT_017393,CUST_01807,EMP_0100,BR_046,05-02-2024,Mobile App,Query,Low,Resolved,7.1,4,9
INT_017394,CUST_04602,EMP_0305,BR_006,08-07-2026,Branch,Complaint,Medium,Resolved,2.7,5,9
INT_017395,CUST_01199,EMP_0472,BR_033,05-01-2025,Branch,Loan Enquiry,Medium,Resolved,2.2,4,10
INT_017396,CUST_04496,EMP_0421,BR_022,17-06-2026,Branch,Loan Enquiry,Low,Resolved,1.9,5,4
INT_017397,CUST_01139,EMP_0230,BR_044,17-10-2024,Internet Banking,Service Request,Medium,Resolved,5.3,5,10
INT_017398,CUST_09888,EMP_0026,BR_008,07-05-2024,Phone,Query,Low,Resolved,2.6,4,16
INT_017399,CUST_01353,EMP_0335,BR_025,04-04-2026,Branch,Sales,Low,Resolved,1.3,4,3
INT_017400,CUST_01510,EMP_0406,BR_030,25-08-2025,Phone,Service Request,High,Pending,7.7,3,38
INT_017401,CUST_01560,EMP_0437,BR_009,01-06-2024,Branch,Loan Enquiry,Low,Resolved,3.3,4,32
INT_017402,CUST_03584,EMP_0203,BR_019,09-06-2026,Internet Banking,Complaint,Medium,Resolved,8.7,4,29
INT_017403,CUST_01672,EMP_0363,BR_042,13-08-2024,Phone,Complaint,Medium,Resolved,1.9,4,7
INT_017404,CUST_04508,EMP_0206,BR_039,07-09-2024,Mobile App,Complaint,Medium,Resolved,4.8,5,10
INT_017405,CUST_04125,EMP_0175,BR_028,28-07-2026,Mobile App,Sales,Low,Resolved,6.4,5,4
INT_017406,CUST_07540,EMP_0400,BR_043,14-09-2025,Branch,Service Request,Low,Pending,9.4,4,3
INT_017407,CUST_07067,EMP_0114,BR_039,27-02-2025,Mobile App,Query,Low,Pending,7.1,5,16
INT_017408,CUST_09089,EMP_0146,BR_047,17-12-2024,Phone,Sales,High,Resolved,1,5,9
INT_017409,CUST_09308,EMP_0155,BR_022,30-06-2025,Internet Banking,Sales,Low,Pending,3.3,4,18
INT_017410,CUST_02767,EMP_0414,BR_045,13-05-2025,Mobile App,Service Request,Low,Resolved,14.1,4,27
INT_017411,CUST_02215,EMP_0037,BR_031,20-07-2026,Internet Banking,Query,Low,Resolved,3.1,5,16
INT_017412,CUST_08170,EMP_0397,BR_013,07-11-2025,Email,Query,Medium,Pending,4.3,4,8
INT_017413,CUST_03446,EMP_0170,BR_042,05-03-2026,Mobile App,Service Request,Low,Resolved,2.6,5,25
INT_017414,CUST_08308,EMP_0128,BR_002,12-04-2024,Phone,Complaint,Low,Resolved,2,5,34
INT_017415,CUST_09762,EMP_0265,BR_022,10-02-2025,Mobile App,Loan Enquiry,Low,Resolved,7.4,5,11
INT_017416,CUST_04455,EMP_0439,BR_021,29-10-2024,Internet Banking,Sales,Low,Resolved,6.5,5,10
INT_017417,CUST_08745,EMP_0119,BR_036,13-07-2025,Mobile App,Service Request,Low,Resolved,3.2,4,15
INT_017418,CUST_04089,EMP_0174,BR_001,22-06-2024,Branch,Complaint,Low,Resolved,7.1,5,25
INT_017419,CUST_05075,EMP_0361,BR_035,02-08-2026,Phone,Query,High,Resolved,2.8,4,8
INT_017420,CUST_07937,EMP_0060,BR_041,05-12-2025,Email,Service Request,Low,Resolved,2.7,5,18
INT_017421,CUST_08480,EMP_0164,BR_004,08-02-2025,Phone,Complaint,Low,Resolved,3.2,4,7
INT_017422,CUST_00059,EMP_0304,BR_031,23-05-2026,Phone,Query,Medium,Escalated,12.5,4,12
INT_017423,CUST_00623,EMP_0099,BR_034,20-03-2025,Mobile App,Query,Medium,Resolved,2,3,11
INT_017424,CUST_07106,EMP_0398,BR_015,16-09-2024,Branch,Service Request,High,Escalated,2.7,3,5
INT_017425,CUST_03993,EMP_0258,BR_004,10-05-2025,Phone,Complaint,Medium,Pending,14.4,4,6
INT_017426,CUST_06343,EMP_0237,BR_026,01-02-2024,Email,Sales,Medium,Resolved,0.2,5,16
INT_017427,CUST_03588,EMP_0045,BR_013,05-06-2025,Branch,Query,Medium,Resolved,8,5,22
INT_017428,CUST_09156,EMP_0407,BR_027,24-03-2026,Phone,Query,High,Resolved,0.6,4,10
INT_017429,CUST_05563,EMP_0038,BR_041,01-02-2024,Email,Complaint,Low,Resolved,10.9,5,10
INT_017430,CUST_04568,EMP_0152,BR_021,11-04-2026,Mobile App,Query,Medium,Pending,15.5,4,3
INT_017431,CUST_08879,EMP_0045,BR_013,19-07-2024,Branch,Service Request,Low,Escalated,1.4,4,15
INT_017432,CUST_00739,EMP_0466,BR_044,21-04-2025,Branch,Query,Low,Resolved,4.1,5,12
INT_017433,CUST_06913,EMP_0489,BR_032,30-05-2024,Email,Query,Low,Resolved,11.2,4,29
INT_017434,CUST_02389,EMP_0045,BR_013,21-02-2025,Email,Sales,Low,Resolved,4.4,5,8
INT_017435,CUST_01985,EMP_0460,BR_019,23-11-2024,Branch,Query,High,Resolved,4.2,4,8
INT_017436,CUST_04699,EMP_0408,BR_023,15-08-2024,Email,Query,Low,Resolved,6.1,5,21
INT_017437,CUST_08448,EMP_0211,BR_038,18-02-2024,Branch,Sales,Medium,Pending,24.8,3,14
INT_017438,CUST_04224,EMP_0330,BR_019,16-02-2024,Email,Complaint,Low,Pending,6.1,4,6
INT_017439,CUST_00392,EMP_0011,BR_036,25-08-2024,Phone,Query,Low,Resolved,4.6,4,26
INT_017440,CUST_04894,EMP_0060,BR_041,20-04-2024,Mobile App,Sales,Low,Resolved,4.4,4,15
INT_017441,CUST_03839,EMP_0138,BR_015,19-02-2026,Phone,Sales,Low,Resolved,4.3,5,11
INT_017442,CUST_06043,EMP_0200,BR_010,26-09-2025,Branch,Complaint,Medium,Resolved,6.8,5,19
INT_017443,CUST_04673,EMP_0420,BR_029,04-08-2024,Mobile App,Service Request,Low,Pending,6.3,3,19
INT_017444,CUST_03564,EMP_0115,BR_033,25-04-2026,Internet Banking,Query,Low,Resolved,7.4,4,3
INT_017445,CUST_09229,EMP_0378,BR_033,10-12-2024,Email,Query,Low,Resolved,2.4,5,18
INT_017446,CUST_06330,EMP_0461,BR_050,13-11-2025,Email,Service Request,Low,Pending,2.7,4,27
INT_017447,CUST_07047,EMP_0496,BR_035,06-07-2024,Phone,Service Request,High,Resolved,1.8,5,31
INT_017448,CUST_02405,EMP_0384,BR_007,11-11-2024,Branch,Loan Enquiry,Low,Resolved,10.4,4,36
INT_017449,CUST_04983,EMP_0297,BR_013,06-06-2024,Email,Service Request,High,Pending,8.4,5,9
INT_017450,CUST_02472,EMP_0132,BR_013,27-06-2025,Internet Banking,Sales,Medium,Resolved,0.5,4,23
INT_017451,CUST_05508,EMP_0302,BR_021,30-09-2025,Email,Service Request,Medium,Resolved,2.2,5,8
INT_017452,CUST_01035,EMP_0330,BR_019,15-01-2025,Phone,Loan Enquiry,Medium,Resolved,1.2,5,21
INT_017453,CUST_09402,EMP_0053,BR_047,06-04-2026,Mobile App,Sales,Low,Pending,5.4,5,13
INT_017454,CUST_01330,EMP_0155,BR_022,08-07-2024,Mobile App,Sales,Medium,Resolved,4,5,21
INT_017455,CUST_03109,EMP_0254,BR_034,12-10-2025,Email,Query,Low,Pending,15.2,4,29
INT_017456,CUST_01398,EMP_0212,BR_015,22-08-2024,Phone,Sales,Low,Resolved,2.3,5,20
INT_017457,CUST_02958,EMP_0212,BR_015,02-06-2025,Internet Banking,Loan Enquiry,Medium,Pending,3.3,4,8
INT_017458,CUST_00891,EMP_0090,BR_024,06-10-2024,Mobile App,Service Request,Medium,Escalated,17.8,4,15
INT_017459,CUST_09104,EMP_0131,BR_040,30-01-2025,Mobile App,Query,Low,Resolved,5.3,5,26
INT_017460,CUST_03439,EMP_0415,BR_015,24-04-2025,Internet Banking,Sales,Low,Resolved,1.3,5,5
INT_017461,CUST_05472,EMP_0439,BR_021,26-11-2024,Email,Sales,Medium,Resolved,3.1,4,9
INT_017462,CUST_05903,EMP_0146,BR_047,15-11-2025,Phone,Sales,Low,Resolved,9.6,4,28
INT_017463,CUST_01924,EMP_0296,BR_049,16-02-2025,Phone,Service Request,Low,Resolved,2.1,4,50
INT_017464,CUST_09798,EMP_0440,BR_018,01-10-2024,Branch,Sales,Medium,Resolved,10.6,5,39
INT_017465,CUST_08887,EMP_0077,BR_037,02-06-2026,Email,Query,Low,Resolved,6.3,4,32
INT_017466,CUST_02005,EMP_0496,BR_035,26-06-2026,Branch,Query,Low,Resolved,2.1,5,7
INT_017467,CUST_09464,EMP_0278,BR_020,12-06-2026,Email,Query,Low,Pending,15.6,4,14
INT_017468,CUST_09537,EMP_0337,BR_042,13-03-2024,Branch,Complaint,Medium,Pending,5.1,5,17
INT_017469,CUST_05946,EMP_0028,BR_041,01-08-2026,Email,Query,Low,Resolved,5.1,5,20
INT_017470,CUST_00812,EMP_0098,BR_012,26-06-2025,Mobile App,Query,Medium,Resolved,3.5,5,9
INT_017471,CUST_00291,EMP_0399,BR_043,13-01-2024,Email,Service Request,Low,Resolved,1,3,22
INT_017472,CUST_05507,EMP_0266,BR_013,21-10-2025,Mobile App,Complaint,Medium,Resolved,4.8,5,7
INT_017473,CUST_05691,EMP_0182,BR_030,17-09-2025,Branch,Query,Low,Resolved,0.9,5,9
INT_017474,CUST_08880,EMP_0461,BR_050,04-03-2024,Email,Query,High,Resolved,5.2,4,12
INT_017475,CUST_07222,EMP_0186,BR_028,23-01-2026,Internet Banking,Sales,Low,Escalated,5.4,4,11
INT_017476,CUST_03999,EMP_0401,BR_003,14-01-2026,Mobile App,Loan Enquiry,Medium,Pending,10.8,4,16
INT_017477,CUST_07415,EMP_0492,BR_044,05-12-2024,Phone,Sales,Low,Resolved,2.8,5,16
INT_017478,CUST_07290,EMP_0319,BR_044,22-03-2026,Phone,Complaint,Medium,Resolved,9.5,5,33
INT_017479,CUST_03726,EMP_0294,BR_026,11-08-2024,Phone,Complaint,Low,Resolved,5,5,6
INT_017480,CUST_05200,EMP_0225,BR_032,28-09-2024,Phone,Sales,Low,Resolved,9,5,6
INT_017481,CUST_06280,EMP_0199,BR_009,21-05-2025,Branch,Query,Low,Resolved,0.9,5,29
INT_017482,CUST_02351,EMP_0477,BR_048,11-05-2026,Branch,Loan Enquiry,Low,Resolved,0.7,5,9
INT_017483,CUST_02488,EMP_0063,BR_017,18-11-2025,Branch,Sales,Medium,Resolved,4.9,4,19
INT_017484,CUST_05017,EMP_0174,BR_001,19-06-2025,Mobile App,Query,Low,Resolved,8.6,5,17
INT_017485,CUST_08640,EMP_0352,BR_003,03-11-2024,Branch,Query,Low,Resolved,3.6,5,40
INT_017486,CUST_07101,EMP_0278,BR_020,10-11-2025,Mobile App,Query,Low,Resolved,5.4,5,4
INT_017487,CUST_02014,EMP_0410,BR_034,13-06-2025,Phone,Query,Low,Resolved,4.3,4,9
INT_017488,CUST_00408,EMP_0309,BR_049,12-09-2024,Phone,Query,Low,Resolved,6,4,3
INT_017489,CUST_09358,EMP_0040,BR_024,28-05-2025,Mobile App,Service Request,Medium,Resolved,3.9,5,13
INT_017490,CUST_03177,EMP_0182,BR_030,01-01-2025,Mobile App,Query,Medium,Resolved,4.8,5,5
INT_017491,CUST_05115,EMP_0376,BR_045,24-05-2025,Branch,Query,Low,Resolved,1.5,3,13
INT_017492,CUST_00380,EMP_0476,BR_014,17-06-2026,Mobile App,Sales,Low,Resolved,8.9,4,22
INT_017493,CUST_04019,EMP_0353,BR_040,16-11-2024,Phone,Sales,Medium,Resolved,5.8,5,11
INT_017494,CUST_02574,EMP_0386,BR_045,08-01-2024,Mobile App,Query,Medium,Resolved,0.5,5,25
INT_017495,CUST_09675,EMP_0214,BR_006,10-03-2024,Branch,Query,Low,Resolved,7.5,5,19
INT_017496,CUST_03429,EMP_0481,BR_029,04-05-2024,Mobile App,Sales,Low,Resolved,5.6,4,27
INT_017497,CUST_01664,EMP_0378,BR_033,02-06-2025,Mobile App,Complaint,Low,Resolved,4.5,4,4
INT_017498,CUST_07065,EMP_0440,BR_018,15-08-2025,Phone,Sales,Low,Resolved,11.8,4,50
INT_017499,CUST_03868,EMP_0321,BR_025,29-12-2025,Mobile App,Loan Enquiry,High,Resolved,2.1,5,20
INT_017500,CUST_07892,EMP_0144,BR_021,29-04-2024,Branch,Query,Low,Resolved,1.8,5,28
INT_017501,CUST_00246,EMP_0092,BR_011,14-06-2025,Mobile App,Complaint,Low,Resolved,1.4,3,13
INT_017502,CUST_03814,EMP_0467,BR_041,27-06-2026,Mobile App,Query,Low,Resolved,4.2,4,6
INT_017503,CUST_00174,EMP_0030,BR_010,08-04-2025,Email,Complaint,High,Escalated,8.3,4,17
INT_017504,CUST_00399,EMP_0217,BR_033,14-08-2026,Mobile App,Sales,Medium,Resolved,2.1,3,9
INT_017505,CUST_03177,EMP_0013,BR_040,11-04-2025,Internet Banking,Service Request,Medium,Resolved,7.1,4,23
INT_017506,CUST_01273,EMP_0496,BR_035,03-09-2025,Phone,Sales,Medium,Escalated,6.5,5,10
INT_017507,CUST_05364,EMP_0480,BR_039,23-10-2024,Mobile App,Service Request,Medium,Resolved,2.3,4,2
INT_017508,CUST_09819,EMP_0260,BR_026,19-12-2024,Internet Banking,Sales,Medium,Resolved,3.7,5,8
INT_017509,CUST_09056,EMP_0310,BR_050,06-04-2025,Mobile App,Query,High,Escalated,12.7,4,6
INT_017510,CUST_04982,EMP_0361,BR_035,23-09-2025,Phone,Loan Enquiry,High,Escalated,3.2,5,3
INT_017511,CUST_04437,EMP_0304,BR_031,24-10-2025,Mobile App,Loan Enquiry,Low,Resolved,3,5,10
INT_017512,CUST_08996,EMP_0309,BR_049,13-07-2026,Branch,Sales,Low,Resolved,3.7,5,12
INT_017513,CUST_06269,EMP_0188,BR_010,17-06-2024,Email,Query,Medium,Resolved,4.6,5,15
INT_017514,CUST_07543,EMP_0181,BR_037,18-04-2025,Phone,Sales,High,Pending,12.4,3,11
INT_017515,CUST_05393,EMP_0186,BR_028,19-09-2024,Email,Query,Low,Escalated,14.6,4,11
INT_017516,CUST_02178,EMP_0252,BR_022,23-03-2025,Mobile App,Query,High,Resolved,3.4,5,21
INT_017517,CUST_03429,EMP_0464,BR_026,23-07-2025,Mobile App,Complaint,Low,Resolved,5.3,4,7
INT_017518,CUST_09371,EMP_0079,BR_022,05-12-2025,Branch,Query,Medium,Resolved,5.4,5,5
INT_017519,CUST_05371,EMP_0043,BR_008,10-10-2025,Branch,Complaint,Low,Resolved,3.6,4,5
INT_017520,CUST_03444,EMP_0081,BR_040,03-08-2026,Branch,Complaint,Low,Pending,4.5,5,14
INT_017521,CUST_00076,EMP_0425,BR_036,08-05-2025,Branch,Query,Low,Resolved,1.9,4,16
INT_017522,CUST_03921,EMP_0402,BR_025,01-12-2024,Email,Complaint,Low,Resolved,2.6,4,5
INT_017523,CUST_02974,EMP_0198,BR_007,06-09-2025,Phone,Complaint,Low,Escalated,4,4,4
INT_017524,CUST_04159,EMP_0230,BR_044,26-10-2025,Branch,Sales,Low,Resolved,4.3,5,20
INT_017525,CUST_04916,EMP_0308,BR_035,06-07-2024,Mobile App,Complaint,Low,Resolved,2.6,4,18
INT_017526,CUST_06427,EMP_0440,BR_018,16-08-2025,Branch,Query,Medium,Escalated,12.3,4,4
INT_017527,CUST_09179,EMP_0412,BR_023,25-08-2025,Branch,Complaint,Medium,Resolved,1.4,4,3
INT_017528,CUST_05671,EMP_0342,BR_009,25-10-2024,Email,Sales,Low,Resolved,4.9,5,7
INT_017529,CUST_08833,EMP_0310,BR_050,11-08-2026,Mobile App,Service Request,Low,Resolved,3,4,3
INT_017530,CUST_09835,EMP_0135,BR_016,22-01-2024,Branch,Query,High,Resolved,7,5,13
INT_017531,CUST_00421,EMP_0436,BR_035,15-06-2026,Phone,Complaint,Low,Resolved,1.6,4,5
INT_017532,CUST_00562,EMP_0203,BR_019,08-07-2024,Internet Banking,Complaint,Low,Resolved,4.4,5,7
INT_017533,CUST_09286,EMP_0179,BR_020,14-02-2026,Internet Banking,Service Request,Medium,Pending,4.1,5,13
INT_017534,CUST_00685,EMP_0447,BR_003,20-06-2024,Phone,Loan Enquiry,Medium,Resolved,3.9,5,7
INT_017535,CUST_01852,EMP_0054,BR_027,30-08-2025,Internet Banking,Service Request,High,Resolved,2.5,5,6
INT_017536,CUST_01453,EMP_0422,BR_024,13-05-2024,Branch,Service Request,Medium,Resolved,1.8,5,19
INT_017537,CUST_05606,EMP_0373,BR_040,07-05-2024,Mobile App,Loan Enquiry,Medium,Resolved,0.9,5,11
INT_017538,CUST_05154,EMP_0201,BR_039,17-03-2026,Branch,Service Request,Medium,Resolved,3.2,5,3
INT_017539,CUST_01099,EMP_0212,BR_015,29-10-2024,Branch,Loan Enquiry,Low,Resolved,6,5,21
INT_017540,CUST_06189,EMP_0420,BR_029,15-06-2026,Mobile App,Query,Medium,Resolved,2.5,5,21
INT_017541,CUST_00131,EMP_0342,BR_009,28-10-2025,Phone,Sales,Low,Resolved,4.3,5,9
INT_017542,CUST_08496,EMP_0397,BR_013,08-09-2025,Phone,Query,Low,Pending,4.8,5,13
INT_017543,CUST_02065,EMP_0440,BR_018,06-09-2024,Branch,Query,Low,Resolved,4.1,4,11
INT_017544,CUST_02176,EMP_0214,BR_006,03-05-2026,Email,Loan Enquiry,Low,Resolved,1.2,4,10
INT_017545,CUST_06916,EMP_0042,BR_004,25-02-2026,Phone,Complaint,Medium,Resolved,2.4,4,12
INT_017546,CUST_05412,EMP_0394,BR_017,16-09-2025,Internet Banking,Query,Low,Resolved,4.6,5,17
INT_017547,CUST_06656,EMP_0102,BR_012,12-08-2026,Internet Banking,Complaint,Low,Resolved,9.6,5,6
INT_017548,CUST_01548,EMP_0066,BR_004,28-05-2025,Branch,Query,Low,Resolved,3.6,4,28
INT_017549,CUST_03537,EMP_0354,BR_028,19-07-2026,Phone,Query,Medium,Escalated,4.6,4,8
INT_017550,CUST_03291,EMP_0153,BR_042,08-03-2024,Branch,Query,Low,Resolved,4.2,5,19
INT_017551,CUST_09703,EMP_0211,BR_038,22-01-2024,Branch,Query,Medium,Resolved,6.3,4,13
INT_017552,CUST_07675,EMP_0326,BR_028,01-06-2025,Email,Service Request,Low,Pending,6.8,4,11
INT_017553,CUST_09547,EMP_0390,BR_038,16-11-2024,Internet Banking,Sales,Low,Resolved,6.8,5,8
INT_017554,CUST_05927,EMP_0308,BR_035,03-06-2024,Phone,Sales,Low,Resolved,7.6,5,41
INT_017555,CUST_06918,EMP_0400,BR_043,11-07-2026,Branch,Query,Low,Resolved,3.9,5,25
INT_017556,CUST_02433,EMP_0300,BR_030,15-11-2025,Mobile App,Query,Low,Resolved,9,5,2
INT_017557,CUST_01100,EMP_0334,BR_027,17-08-2024,Phone,Service Request,Medium,Resolved,4.8,4,6
INT_017558,CUST_05476,EMP_0238,BR_043,07-06-2025,Branch,Loan Enquiry,Low,Resolved,3.5,5,21
INT_017559,CUST_07223,EMP_0134,BR_006,15-07-2025,Branch,Sales,Low,Resolved,3.2,5,26
INT_017560,CUST_06517,EMP_0012,BR_016,17-04-2025,Mobile App,Loan Enquiry,High,Pending,4.9,4,4
INT_017561,CUST_09155,EMP_0119,BR_036,18-12-2025,Mobile App,Complaint,Low,Resolved,1.1,4,8
INT_017562,CUST_03654,EMP_0338,BR_047,18-08-2024,Phone,Service Request,Medium,Resolved,3,4,2
INT_017563,CUST_01733,EMP_0356,BR_050,27-05-2026,Phone,Query,Low,Pending,10.1,5,15
INT_017564,CUST_01481,EMP_0129,BR_019,12-05-2024,Internet Banking,Query,Low,Resolved,1.1,4,10
INT_017565,CUST_00363,EMP_0103,BR_011,02-01-2026,Mobile App,Complaint,Low,Resolved,1.6,4,27
INT_017566,CUST_05519,EMP_0472,BR_033,01-05-2025,Mobile App,Query,High,Resolved,4.7,5,19
INT_017567,CUST_03263,EMP_0138,BR_015,22-04-2025,Email,Service Request,Medium,Resolved,5.4,5,19
INT_017568,CUST_04425,EMP_0399,BR_043,05-08-2025,Branch,Complaint,Medium,Resolved,3.2,4,6
INT_017569,CUST_04035,EMP_0140,BR_014,23-03-2026,Phone,Complaint,Low,Pending,5,4,26
INT_017570,CUST_05382,EMP_0250,BR_006,23-04-2026,Email,Service Request,Low,Resolved,4.7,5,11
INT_017571,CUST_04272,EMP_0499,BR_003,26-01-2024,Phone,Service Request,Medium,Resolved,1.8,4,19
INT_017572,CUST_07787,EMP_0422,BR_024,08-03-2025,Mobile App,Loan Enquiry,Low,Pending,11.6,4,4
INT_017573,CUST_04073,EMP_0286,BR_035,19-11-2024,Phone,Sales,Low,Resolved,4.2,5,20
INT_017574,CUST_09811,EMP_0363,BR_042,29-10-2024,Branch,Loan Enquiry,High,Pending,8.7,4,3
INT_017575,CUST_04867,EMP_0204,BR_031,01-04-2024,Mobile App,Service Request,Low,Resolved,4.9,5,18
INT_017576,CUST_02654,EMP_0491,BR_017,04-07-2025,Mobile App,Service Request,Low,Resolved,6,4,4
INT_017577,CUST_08042,EMP_0180,BR_018,10-04-2025,Branch,Service Request,Low,Resolved,7.9,5,8
INT_017578,CUST_03410,EMP_0195,BR_004,28-07-2025,Branch,Query,Low,Resolved,7.2,4,10
INT_017579,CUST_04697,EMP_0014,BR_048,29-01-2026,Branch,Service Request,Low,Resolved,1.6,5,7
INT_017580,CUST_02684,EMP_0167,BR_032,04-10-2024,Branch,Loan Enquiry,Medium,Resolved,4,5,7
INT_017581,CUST_08033,EMP_0450,BR_036,21-11-2024,Mobile App,Service Request,Medium,Resolved,2.9,5,18
INT_017582,CUST_05655,EMP_0367,BR_020,19-10-2025,Branch,Sales,Low,Resolved,5,5,27
INT_017583,CUST_03110,EMP_0362,BR_046,03-06-2024,Branch,Service Request,Low,Resolved,1.6,4,11
INT_017584,CUST_07249,EMP_0317,BR_010,22-10-2025,Mobile App,Complaint,Low,Resolved,11.3,5,12
INT_017585,CUST_01876,EMP_0433,BR_046,11-01-2025,Mobile App,Complaint,Low,Resolved,4.4,5,10
INT_017586,CUST_03886,EMP_0453,BR_035,14-03-2025,Phone,Sales,High,Resolved,2.5,5,4
INT_017587,CUST_03166,EMP_0351,BR_036,23-05-2026,Phone,Sales,Medium,Resolved,0.6,4,11
INT_017588,CUST_07839,EMP_0174,BR_001,18-04-2026,Mobile App,Sales,Low,Pending,7.2,4,15
INT_017589,CUST_07383,EMP_0019,BR_025,24-12-2025,Mobile App,Query,Medium,Resolved,4.8,4,10
INT_017590,CUST_07512,EMP_0305,BR_006,23-08-2024,Phone,Service Request,Medium,Resolved,6,4,2
